tweet,comportamental,fisiologico,psiquico,dhTweet,idUsuario,validadoEspec,idTweet,label
Acordei mto estressada hoje,FALSE,FALSE,TRUE,2019-10-14,paulaagabriel,TRUE,5073,3
Esgotado o Primeiro Lote da festa de dia 11 de Outubro muito obrigado a todos que confiaram em comprar antes do cartaz sair... 🔥🙏🏾💯 https://t.co/RpUHPJjdnf,FALSE,FALSE,FALSE,2019-09-19,CachotaNelson,TRUE,2697,0
"Tem pessoas que usa remédio para dormir,eu vou precisar de remédio para não dormir kkkkkkkkk mais estranha do que eu impossível",FALSE,FALSE,FALSE,2019-10-14,Ellen20663032,TRUE,5222,0
"bicho eu menstruava estilo 4 dia mas era 1 semana de dor intensa, náuseas, vômito, dor no estômago, falta de apetite e dor na lomba todo mês eu ficava 1 ou 2 dias inutilizado pela dor nas costas, sem conseguir nem anda ""milagre da menstruação"" o cu dessa galera meu chapa https://t.co/DxawTheJSZ",FALSE,FALSE,FALSE,2019-09-19,AyoCaue,TRUE,2749,0
"@anonimo com  mta tristeza, eu fui, eu tava",FALSE,FALSE,TRUE,2019-10-13,yooowngii,TRUE,4623,3
To mto estressada,FALSE,FALSE,TRUE,2019-10-14,letstevao,TRUE,5082,3
"Ontem fez um ano que eu larguei os antidepressivos, sério, que vitória! Eu achei que a fase ruim nunca fosse passar e ela passou, obrigada Jesus.",FALSE,FALSE,FALSE,2019-09-26,bellsbrunet,TRUE,3142,0
"Quase desistindo das redes sociais! Depois de ver tanta hipocrisia e canalhice juntas, e a gente sem poder fazer nada, meus instintos mais primitivos afloraram! Meu desejo, hoje, é q caia uma bomba  naquele Congresso e acabe com tudo! E, eu n sou assim, isso está me fazendo mal! https://t.co/yM21Jc2fiy",FALSE,FALSE,FALSE,2019-09-19,lilalopes63,TRUE,2979,0
"Tem prova, mas to sem vontade nem uma de estudar",FALSE,FALSE,TRUE,2019-10-12,vitinhuu19,TRUE,3747,3
Estou mto triste pq queria ir pra praia e o vô do Vini ligou pra ele ir embora fazer serviço,FALSE,FALSE,TRUE,2019-10-12,maarialaurab,TRUE,4342,3
"Eu queria mto essa camiseta, mas desempregada é sem condições pagar 59,9 https://t.co/fw0Fg2Ckqv",FALSE,FALSE,FALSE,2019-09-19,EuAMariRibeiro,TRUE,2745,0
"me sinto a pessoa mais inútil do mundo com esse estágio, só queria coisa melhor pra ser melhor profissionalmente, pq não tá agregando em nada",FALSE,FALSE,FALSE,2019-09-18,_1998oct,TRUE,2543,0
"seria muito mais vantojoso para a saúde dele, o homem está visivelmente esgotado e em tantos anos que eu sou exol nunca o vi tão nitidamente esgotado. eu estou preocupada em um nivel que transcede a normalidade.",FALSE,FALSE,FALSE,2019-09-19,byunpalette,TRUE,2689,0
@anonimo @anonimo KAMDKSKFKD eu fui ler um pouquinho ne pois sem sono,FALSE,FALSE,FALSE,2019-09-19,exousted_,TRUE,2690,0
"Sou surtadão mrm, do nada to rindo e brincando e quando vai ver dps to quieto e só quero ficar sozinho na minha, nem eu me entendo as vezes",TRUE,FALSE,TRUE,2019-10-15,CalvinTrem,TRUE,5302,2
"Desculpa. É que às vezes eu só quero ficar sozinho, sabe? Só com meus problemas.",TRUE,FALSE,TRUE,2019-10-15,RefletindoPaz,TRUE,5303,2
nao consigo me sentir bem cmg com minha aparencia com minha vida com tudo as coisa na minha cabeça me persguem e me deixam muito mal sempre to fugindo mas dessa vez vou ficar parada suportando tudo eu so quero ficar sozinho e isolado ja n da mais pra segurar mais,TRUE,FALSE,TRUE,2019-10-15,jao_tos,TRUE,5304,2
Ultimamente só quero ficar sozinho,TRUE,FALSE,TRUE,2019-10-15,rafael_lki,TRUE,5305,2
Foda se só quero ficar sozinho,TRUE,FALSE,TRUE,2019-10-15,felipe_lorhan,TRUE,5306,2
"[12/10 20:49] dyonathan honório: ai to chorando q merd [12/10 20:49] dyonathan honório: eh mta tristeza e tesão acumulad 
boa noite...",FALSE,FALSE,TRUE,2019-10-12,dyonhonr,TRUE,4624,3
sou uma inutil mesmo,FALSE,FALSE,TRUE,2019-10-12,43titinha,TRUE,3768,3
Só faço cagada veii não é possível,FALSE,FALSE,TRUE,2019-10-02,_Fernandinhaa__,TRUE,3518,3
"A gente tá sem trampo não aparece uma alma viva perguntando se você tem interesse pra entrevista, mas começa a trabalhar pra você vê o quanto surge de empresa te ligando kkkkkkkkkkk",FALSE,FALSE,FALSE,2019-10-02,nnathaliar_,TRUE,3467,0
gosto de me preocupar com coisas aleatorias e fingir q não tem nada acontecendo na minha vida real é bem mais fácil viver assim heheheh,FALSE,FALSE,FALSE,2019-10-02,scawarvel,TRUE,3444,0
Só queria encontrar alguém que algum dia me disse se que eu sou especial ... sinto me completamente inútil,FALSE,FALSE,TRUE,2019-10-12,Reis1711,TRUE,3769,3
o sono que eu sinto de manhã não é normal,FALSE,FALSE,FALSE,2019-09-19,_karinesousaa,TRUE,2706,0
"@anonimo eles são inibidores seletivos de recaptação de serotonina, normalmente tem a perda de apetite como efeito colateral e com a diminuição da ansiedade diminui a compulsão em comer também então yeesss... HSNSBJSJSJSJSHSKSN",FALSE,FALSE,FALSE,2019-09-18,aybalva,TRUE,2646,0
sou tão inútil,FALSE,FALSE,TRUE,2019-10-12,soueuanica,TRUE,3770,3
"Falei pra minha mãe sdds de 1998 quando eu não existia ai ela sdds tbm, gente estou mto triste no momento 😔😔😔😔😔😔🤤😔",FALSE,FALSE,TRUE,2019-10-12,Bear_trix,TRUE,4346,3
Aí mano só faço cagada pqp,FALSE,FALSE,TRUE,2019-10-02,_luanimendes,TRUE,3525,3
Tô sem ânimo 😞,FALSE,FALSE,TRUE,2019-10-02,Franklin_Souzaa,TRUE,3673,3
Status: mais desanimado que o Edenílson depois de tomar uma caneta de letra do Cirino,FALSE,FALSE,TRUE,2019-09-19,oEWERTONVIEIRA,TRUE,3001,3
"@anonimo A realidade é muito triste, dá muito desânimo de viver nessa sociedade, cada vez mais somos alvos desse sistema",FALSE,FALSE,TRUE,2019-09-26,_richardmilitao,TRUE,3026,3
MANO o cara tocou no rock in rio e tá vendo meu story vai se fude,FALSE,FALSE,FALSE,2019-10-15,JuFerreia,TRUE,5333,0
"Não sei o que está acontecendo comigo, parace que quanto eu mais durmo, mais sono eu sinto.",FALSE,TRUE,FALSE,2019-09-19,LariCouto15,TRUE,2822,1
Tô sem fome nenhuma :(,FALSE,TRUE,FALSE,2019-09-19,C_Kely17,TRUE,2830,1
@anonimo Mamãe acha q eu vou acabar com minha vida,TRUE,FALSE,FALSE,2019-10-06,Renatarribeiro1,TRUE,4136,2
Eu vou acabar com minha vida isso sim,TRUE,FALSE,FALSE,2019-10-05,AnnaValentim6,TRUE,4137,2
quer saber fodace vou acabar com minha vida agora ou pelo menos tentar,TRUE,FALSE,FALSE,2019-10-07,RaphaBorelli,TRUE,4138,2
"eu vou acabar com minha vida, vamos festejar a noite toda, ela não liga se eu morrer, tudo bem",TRUE,FALSE,FALSE,2019-10-07,KKKKendhy,TRUE,4140,2
"Vou acabar com minha vid 
Antes que ela acabe comigo",TRUE,FALSE,FALSE,2019-10-03,segundorabo,TRUE,4141,2
Eu queria morrer agora,TRUE,FALSE,FALSE,2019-10-12,69beaMartins,TRUE,4142,2
"eu so queria morrer, eh pedir mto meu deis",TRUE,FALSE,FALSE,2019-10-12,fernandaa_crvg,TRUE,4144,2
so queria morrer,TRUE,FALSE,FALSE,2019-10-12,modernvmpire,TRUE,4145,2
queria morrer,TRUE,FALSE,FALSE,2019-10-12,rehwab,TRUE,4148,2
Eu só quero ficar sozinha,TRUE,FALSE,TRUE,2019-10-15,kessyacabral2,TRUE,5308,2
eu quero morrer kk,TRUE,FALSE,FALSE,2019-09-18,selfishjennie,TRUE,2519,2
"é isso que vou acabar me isolando e ficando sozinha, bobona",TRUE,FALSE,FALSE,2019-10-14,thamilpss,TRUE,5090,2
"Eu antes de ir na academia: nossa estou cansada, só quero ficar deitada e nunca mais levantar 
Eu depois da academia: meu deus, quando chegar em casa vou escrever, ler, trabalhar e ainda assistir série!!",FALSE,FALSE,FALSE,2019-10-02,_leresende,TRUE,3405,0
a minha cara de choque quando descobri que os meninos do diva depressao eram um casal🗣🗣,FALSE,FALSE,FALSE,2019-09-18,moochigrr,TRUE,2511,0
"Ai, SP é complicad Sai de casa com a previsão do tempo de 30°C sem chuva e sol o dia tod Agora o que temos? Chuva, vento e fri Muita emoção em ser paulista",FALSE,FALSE,FALSE,2019-09-19,whmsilva,TRUE,2941,0
"eu não durmo direito faz uns 5 dias to nem exagerand já to começando a sentir o cansaço, irritação e falta de atenção em consequência disso",FALSE,TRUE,TRUE,2019-10-12,hansolcanvas,TRUE,4170,1
Agora eu só quero ficar sozinho,TRUE,FALSE,TRUE,2019-10-15,pedrogvallier,TRUE,5297,2
"Ok fodase admito 
Só quero ficar sozinho e chorando com minhas músicas 👍🏻😥",TRUE,FALSE,TRUE,2019-10-15,gabriel_GF0,TRUE,5298,2
tô totalmente desanimado h não quero fazer nad não quero falar com ningué sabe?... só quero ficar sozinho,TRUE,FALSE,TRUE,2019-10-15,Godoyzera_,TRUE,5299,2
sem contar a falta de disposição de seguir em frente e entender que não é nada saudável se alimentar de um sentimento que não existe mais,FALSE,FALSE,TRUE,2019-10-12,Eduardosueder,TRUE,4158,3
sofro com essa falta de atenção,FALSE,FALSE,TRUE,2019-10-12,hyugazinho,TRUE,4163,3
"@anonimo ele sempre fica com olheiras quando está trabalhando muito, mas eu nuca vi o baekhyun tão esgotado assim desde que me tornei exol... eu tô preocupada demais",FALSE,FALSE,FALSE,2019-09-19,byunpalette,TRUE,2625,0
"Tem dias que eu só quero ficar na minha. Sem ter que ficar sorrindo pra todo mundo ou explicando qualquer coisa sobre meu olhar triste. Só quero ficar sozinho, no máximo com uma musica servindo de trilha sonora para meus dramas...",TRUE,FALSE,TRUE,2019-10-15,TuannyCosta2,TRUE,5300,2
"Mano eu literalmente não estou bem, estou desanimado as pampas, não estou com cabeça pra nada no momento sò quero ficar sozinho e longe de todos 😔😓",TRUE,FALSE,TRUE,2019-10-15,BLOPA_VINTEDOIS,TRUE,5301,2
Só quero ficar sozinha hj 😭😭,TRUE,FALSE,TRUE,2019-10-15,Crf_Maay,TRUE,5318,2
eu só quero ficar sozinha e tirar um tempo pra mim,TRUE,FALSE,TRUE,2019-10-15,romeonew_,TRUE,5319,2
"cara um dos treco mais estressante da vida de produção é o tal do catering, é um inferno 
será q vai dar será q ta boa será q vai sobrar será quem come primeiro será q tem q guardar pra fulano porra esquecero o pegador de salada cabo o garf 
eu não consigo comer",FALSE,FALSE,FALSE,2019-09-19,tamarabenetti,TRUE,2722,0
"Isto de viver à conta dos outros é muito bom...  já num “passado” ofereceram-nos 150.000 empregos... ganhámos fome, miséria,  perda de rendimentos, etc https://t.co/OjOLIxF2qV",FALSE,FALSE,FALSE,2019-09-18,FernandaGarre11,TRUE,2768,0
"@anonimo Sim, mas tô falando que ela não é uma coisa única kkk, o lolla 2020 só vai acontecer uma vez",FALSE,FALSE,FALSE,2019-10-15,starleondelrey,TRUE,5336,0
"@anonimo lolla é caro, o 
mas cnh em si tbm é cara, carro é caro, manutenção do carro é cara e gasolina t 
metrô >>>",FALSE,FALSE,FALSE,2019-10-15,gvilherm,TRUE,5337,0
Paguem um ingresso do Lolla p mim e eu digo se esperava ou nn😝,FALSE,FALSE,FALSE,2019-10-15,juliaaaexxxx,TRUE,5338,0
@anonimo o meu dia so vai ficar bom quando o jaden fala q vai fazer show fora do lolla,FALSE,FALSE,FALSE,2019-10-15,firrstluv,TRUE,5339,0
Mamãe pedindo informações p as amigas dela sobre o lolla = TUUUUUDO,FALSE,FALSE,FALSE,2019-10-15,frankstayne,TRUE,5340,0
Love o caralho por que voce nao ta no line up do lolla seu verme https://t.co/YKlyVozHlp,FALSE,FALSE,FALSE,2019-10-15,bileiria,TRUE,5341,0
"Eu não to aguentando esse novo álbum da Lana, mal posso esperar pelo lolla 😍",FALSE,FALSE,FALSE,2019-10-15,joanaguidi1,TRUE,5342,0
"O nível dos esportes está cada vez maior, não importa onde, até o E-sport brasileiro está cada vez mais imponente",FALSE,FALSE,FALSE,2019-10-15,ODeadPaula,TRUE,5349,0
fazendo um mailing feminino de esportes e só tem sapatão <3,FALSE,FALSE,FALSE,2019-10-15,unlostj,TRUE,5350,0
Volta das férias com entrevista. O campeão mundial e medalhista olímpico falou com a @anonimo sobre a conquista do final de semana e a amizade com Simone Bile https://t.co/aU60Neph91,FALSE,FALSE,FALSE,2019-10-15,alesenechal,TRUE,5351,0
o vosso problema é falta de atenção,FALSE,FALSE,TRUE,2019-10-12,simufn,TRUE,4164,3
"@anonimo somos taxades de sem sal toda hora por todo mundo à nossa volta, acham graça da dificuldade em se impor por conta do medo do que os outros vão pensar, da falta de atenção e dos traumas que levaram a pessoa até aquele ponto. ""o ser humano é sociável por natureza""",FALSE,FALSE,TRUE,2019-10-12,tanjiheart,TRUE,4165,3
Minha falta de atenção já ta sendo preocupante já,FALSE,FALSE,TRUE,2019-10-12,tydoye,TRUE,4167,3
"@anonimo Isso, não tô falando de ti, falo de vários q se vê por aí todo dia, da vontade de fazer uma fogueira e jogar um por um😂😂",FALSE,FALSE,FALSE,2019-10-15,Gipijamuda1903,TRUE,5322,0
Só queria um parça para jogar um futevôlei kkkkkkkk https://t.co/vl8nDsUPsm,FALSE,FALSE,FALSE,2019-10-15,theusfeee,TRUE,5323,0
"Não vou na aula, aza N consigo nem sair da minha cama direito",TRUE,FALSE,TRUE,2019-09-30,Jp_Speck,TRUE,3256,2
"Sem vontade de sair de casa, de ver gente, de fazer qualquer coisa 😞",TRUE,FALSE,TRUE,2019-10-13,Aloucca,TRUE,4635,2
sem vontade de sair do quarto pra ouvir merda,TRUE,FALSE,TRUE,2019-10-13,JuliaGarcia0510,TRUE,4636,2
"Acordei puta, é ist A falta de sensibilidade do ser humano me deixa indignad Desejo q quem é assim morra de uma forma lenta e dolorosa",FALSE,FALSE,TRUE,2019-09-26,maia_mart_,TRUE,3102,3
Cansada de tudo e de todo mundo Tô pouco me fudendo pro Matheus ou pra qualquer coisa ao meu redor Quero que tudo se exploda Essa é a pior semana da minha vida Se eu não passar em med na uel eu sei que vou me matar pq eu naonto aguentando mais.,FALSE,FALSE,TRUE,2019-09-25,monangexuxa,TRUE,3062,3
tão triste q tô sem ânimo pra nada,FALSE,FALSE,TRUE,2019-09-26,ayumigushi_,TRUE,3064,3
sem ânimo nenhum pra ir pra escola nessa chuva 😩,FALSE,FALSE,TRUE,2019-09-26,analumartinss,TRUE,3069,3
estou triste,FALSE,FALSE,TRUE,2019-09-18,belvbb,TRUE,2550,3
Eu tô tão desanimado de tudo,FALSE,FALSE,TRUE,2019-09-19,igoraddrr,TRUE,2987,3
Como sempre sem ânimo pra nada. Grande dia 👍,FALSE,FALSE,TRUE,2019-09-19,Nghbudlol,TRUE,2989,3
Tô sem vontade de sair,TRUE,FALSE,TRUE,2019-10-13,Surtada0705,TRUE,4638,2
Desmarco compromisso pq to sem vontade de sair e depois digo que vou em cima da hora,TRUE,FALSE,TRUE,2019-10-13,nogueiragabi___,TRUE,4639,2
"@anonimo em vez de ajudar eu só atrapalho, desculpaaaa https://t.co/C1l4IDLAnb",FALSE,FALSE,TRUE,2019-10-11,dprinceromanoff,TRUE,4177,3
eu só atrapalho a vida das pessoas,FALSE,FALSE,TRUE,2019-10-12,vitr_magalhaes,TRUE,4178,3
"To cansada de ser a trouxa,de ser a 5262727° opção to cansada de ser trocada por tudo,to cansada do meu rosto de tudo que faço não vejo nenhum progress Só atrapalho tudo",FALSE,FALSE,TRUE,2019-10-11,_taynara_snica,TRUE,4180,3
"@anonimo Não consigo nem olhar vídeo no YouTube que eu fico tonta, imagina focar e jogar um jogo kkkkkk 💔💔💔",FALSE,FALSE,FALSE,2019-10-15,juliarodrisi,TRUE,5324,0
Hj vou jogar um coquetel molotov em quem?,FALSE,FALSE,FALSE,2019-10-15,sensaciorrivel,TRUE,5325,0
chegar em casa e jogar um fifa pra deixar a ea safada mais rica ainda,FALSE,FALSE,FALSE,2019-10-15,thiago_fela,TRUE,5326,0
aproveitar q n tem cachorro vou jogar um ff,FALSE,FALSE,FALSE,2019-10-15,euvickaroline,TRUE,5327,0
bom dia vou jogar um codzinho hmm https://t.co/pfASO6Vy8D,FALSE,FALSE,FALSE,2019-10-15,hannieongguk,TRUE,5328,0
Só queria jogar um truco :/,FALSE,FALSE,FALSE,2019-10-15,Kauaaun,TRUE,5329,0
@anonimo Com emoção ou sem emoção Com mega master blaster fucker emotion!,FALSE,FALSE,FALSE,2019-09-19,ricardopx,TRUE,2895,0
"@anonimo @anonimo @anonimo Decência e gastar bilhões em campanha de políticos e a população morrendo de fome, violência, sem saúde, tá certinho, fica claro porque vc defende ele. Parabéns",FALSE,FALSE,FALSE,2019-09-19,RafaelBuzzo1,TRUE,2746,0
"@anonimo Até porque para tratar de saneamento básico, meio ambiente, esporte, cultura e educação não se precisa de nenhum conhecimento técnico. Basta colocar qualquer pessoa que dá certo. E todos adoramos pagar cada vez mais impostos A esquerda realmente pensa em tudo Jênius.",FALSE,FALSE,FALSE,2019-10-15,Portalleguer,TRUE,5353,0
"@anonimo @anonimo acho que ela é tão cobiçosa que queimou a largada, tipo o doria. tinha que ter passado pelo menos uma década se fazendo de certinha (como ele de gestor/trabalhador), mas em menos de um ano foi roubar o mandato do partido. então odeio por esporte, porque acho que já era",FALSE,FALSE,FALSE,2019-10-15,comcacodetelha,TRUE,5354,0
"Querendo tentar outra modalidade de esporte ,porém com medo da vergonha",FALSE,FALSE,FALSE,2019-10-15,Princssblue1,TRUE,5355,0
"Tô tão estressada que essa desgraça dessa impressora esta sem rede, vontade de sair socando tudo pela frente",FALSE,FALSE,TRUE,2019-09-26,gabiis_gio,TRUE,3072,3
"Não consigo dormir, não consigo comer, não consigo me concentrar, não consigo ser útil.",FALSE,TRUE,TRUE,2019-10-05,laurmilacobain,TRUE,4192,1
"eu realmente havia esquecido em partes em como era ter uma fucking recaída pra depressã coisas do tipo n consigo fazer nada mesmo querendo fazer tudo, dormir igual um urso pq mds",FALSE,TRUE,TRUE,2019-10-12,eisucker,TRUE,4196,1
@anonimo Estou a dizer isso mas n consigo fazer nada sem ser dormir,FALSE,TRUE,TRUE,2019-10-12,souabibs,TRUE,4202,1
"Sério tô me sentindo péssima alto estima lá em baixo, sem vontade de sair pra ligar nenhum  angustia de não poder fala tudo que tá sentindo pq nem eu sei explicar 😭😭😭",TRUE,FALSE,TRUE,2019-10-13,Viihsilva155,TRUE,4637,2
"Eu tento o máximo não ter pensamentos suicidas, mas não dá, tem dias que não dá. Eu cheguei ao ápice da minha depressão. Pra quem sempre ajudou todo mundo, pra quem sempre quis ouvir, dessa vez sou eu quem precisa de ajuda",TRUE,FALSE,TRUE,2019-09-18,MariRonalducha,TRUE,2504,2
"@anonimo @anonimo História de um guerrilheiro comunista.. Então ele luta por ditadura, pela perda dos direitos, pelo fim da liberdade individual Luta pela fome e miséria .. 
Obrigado mas não quero não...",FALSE,FALSE,FALSE,2019-09-13,moscasagaz,TRUE,2848,0
"eu só atrapalho, n sei o q to fazendo aqui ainda",TRUE,FALSE,TRUE,2019-10-02,blocktoysz,TRUE,3534,2
"Eu tô cansado de ser um merda nessa vida. Eu não consigo ser útil pra ninguém, nem no joguinho eu consigo ajudar.",FALSE,FALSE,TRUE,2019-10-10,guigoakirah,TRUE,4190,3
"@anonimo @anonimo E a insônia trouxe essas vozes que gritam com o silênci Um julgamento falho, Você vale mais que um anúncio A vida tá sendo dura E exige que tu seja esperto E tudo que eu queria me importa E se o raka ta queimando certo",FALSE,TRUE,FALSE,2019-09-19,MuriloBuissa,TRUE,2843,1
Não consigo ser útil pra nada nessa merda mesmo,FALSE,FALSE,TRUE,2019-10-12,voidvenus_,TRUE,4191,3
"N consigo fazer nada do que eu quero, pqp!",FALSE,FALSE,TRUE,2019-10-12,fernandesquel,TRUE,4194,3
"Queria aprender aproveitar a minha companhia pq conseguiria sair e ir na praia, mas n consigo fazer nada sozinha🤦🏾
♀",FALSE,FALSE,TRUE,2019-10-12,xuliaasemacento,TRUE,4195,3
"Vocês imaturos da merda que gozam com isto, não sabem o quao mal é preciso estar p chegar a este ponto, e nng o faz e continua só porque sim, nem sempre é por falta de atenção ou wtv 😉 https://t.co/P9eSAUUcGa",FALSE,FALSE,FALSE,2019-09-19,young_romao,TRUE,2950,0
3 dias de rock in rio + 1 rave (no mesmo mês) = -6kg,FALSE,FALSE,FALSE,2019-10-15,amandakhallouf,TRUE,5330,0
"Como já acabou o rock in Rio, já deve voltar ao normal a matança do governo nas comunidades. Q Deus nos proteja sempre 🙌🏾😪",FALSE,FALSE,FALSE,2019-10-15,BarrettoThaiis,TRUE,5331,0
"@anonimo Como eu sou sortudo por ter vc anjo, muito obrigado por ser a melhor namorada do mundo eu estou sem palavras vc sempre me surpreende e eu te amo mais que tudo nessa vida toda to ansioso pelo nosso futuro e não esquece sempre eu e vc meu amor🥰♥️♥️♥️",FALSE,FALSE,FALSE,2019-10-02,arthurzin019,TRUE,3316,0
Essas menina aqii do trabalho vão me deixar maluca papo reto,FALSE,FALSE,FALSE,2019-10-15,camiccorreia,TRUE,5362,0
"Você tem a idade emocional de uma pessoa de 21 anos, alguém que está começando a se acostumar com o fato de ser adulto. Você está começando a se levar a sério e a tomar decisões inteligentes, mas ainda sabe como descontrair e se divertir 
MEU DEUS EU",FALSE,FALSE,FALSE,2019-10-15,fwitcx,TRUE,5363,0
Venha se divertir comigo  em #BIGOLIVE.https://t.co/xfsPPzNYFt https://t.co/IK0xSRQlmJ,FALSE,FALSE,FALSE,2019-10-15,RodrigoIc1,TRUE,5364,0
Cade minha dupla pra se divertir  um pouco rss https://t.co/3KZqMERR2A,FALSE,FALSE,FALSE,2019-10-15,Srrisoh4,TRUE,5366,0
@anonimo Só vem.. Vamos nos divertir!,FALSE,FALSE,FALSE,2019-10-15,Likemaike,TRUE,5367,0
"@anonimo a textura é mesmo um pouco estranha kkkkkkkkkkkk mas eu achei gostoso, tentei comer frutas secas mas não desce pq não consigo gostar do gosto, paladar é uma coisa muito incrível né",FALSE,FALSE,FALSE,2019-09-19,melaxcolia,TRUE,2762,0
"Como vou fazer dieta se não consigo parar de comer 🤦🏼
♀️",FALSE,FALSE,FALSE,2019-09-19,__robertaf,TRUE,2766,0
Muito bom ter amiga q trás comida p vc no trabalho,FALSE,FALSE,FALSE,2019-10-15,m7bfr,TRUE,5360,0
"N consigo fazer nada, que dor é essa, só sei chorar",FALSE,FALSE,TRUE,2019-10-12,Hellen_Fes2,TRUE,4199,3
Meus irmaos nao vieram estou mto triste pq eu tava com mta saudade da aninha,FALSE,FALSE,TRUE,2019-10-12,lucassssssabino,TRUE,4347,3
maria duda me machucou e eu estou mto triste,FALSE,FALSE,TRUE,2019-10-13,jemquis,TRUE,4350,3
"Me desculpem hoje não vou twittar além deste post Ontem foi muito produtivo. Hoje, estou muito contente como o discurso do PR @anonimo foi show Porém vendo as críticas da mídia e as votações no congresso é para broxar qualquer um Estou desanimado com tudo isso...😔",FALSE,FALSE,FALSE,2019-09-25,RobsonGLeite,TRUE,3203,0
"Qdo não to comendo direito só quero ficar deitado, pq é uma respirado e tchau 2kg",FALSE,FALSE,FALSE,2019-10-12,joaorparreira,TRUE,4297,0
3h da manhã e eu com MTA insôni Daí chega 9h da manhã e eu tô com aquele sono profundo & gostoso mas já estarei atrasada pra acordar,FALSE,FALSE,FALSE,2019-10-10,scr00lingdown,TRUE,5451,0
@anonimo eu acordei chorando já eu tô triste demais meu deus,TRUE,FALSE,TRUE,2019-10-13,ggukslow,TRUE,4649,2
"@anonimo Podia escrever muita coisa, mas escrevo apenas isto: “és uma merda de homem toldado pela maldade e falta de respeito pelo próximo, princípios é uma coisa que não te assiste, não te desejo mal, porque todos estes predicados já fazem de ti uma pessoa horrenda”.",FALSE,FALSE,FALSE,2019-09-26,FCDavidAlmeida,TRUE,3108,0
"Sinto falta de muitas coisas, mas isso não quer dizer que às desejo de volta...",FALSE,FALSE,FALSE,2019-09-26,nanablessed95,TRUE,3110,0
Crises de ansiedade Depressão Tô me afundando e n sei como me recuperar,FALSE,FALSE,FALSE,2019-09-11,bella_nanda1903,TRUE,20,0
"hj vai passar uma materia sobre depressao no globo reporter, ja to ate vendo o tanto q vou chorar",FALSE,FALSE,FALSE,2019-09-11,aomagrinha,TRUE,22,0
"Hoje o Profissão Repórter fala sobre Depressão. 
ASSISTAM",FALSE,FALSE,FALSE,2019-09-11,CassinhoRios,TRUE,23,0
"@anonimo @anonimo @anonimo @anonimo fazer a sonsa?? eu nao tenho desejo nenhum de ver coisa errada no desenho, tanto q quando vi o tweet falando de cancelar achei q era zoeira, o video pra mim foi ofensiv sem necessidade de agir assim",FALSE,FALSE,FALSE,2019-09-19,diangelosun,TRUE,2992,0
"Vocês tem aquela pessoa especial que vocês sempre querem ver bem, vocês concordam que tem sempre alguém que a alegria dela te alegra e isso sem interesse nenhum, nem sexual , nem financeiro ou de qualquer outro tipo, só quer ver a pessoa bem. Eu tenho!",FALSE,FALSE,FALSE,2019-10-02,KlesioLuan,TRUE,3471,0
Ok estou muito ansioso para assistir a 5 temporada de #PeakyBlinders @anonimo @anonimo
@anonimo @anonimo @anonimo @anonimo Infelizmente existe gente com fome de poder e treta de grupos políticos .... Porém um cara minimamente puto que fale o que nós queremos vai fazer um barulho seja quem for. Medeiros e Cia sobra palavras e falta atitudes concretas,FALSE,FALSE,TRUE,2019-09-19,riamorim_17,TRUE,2666,3
"Essa série de coisas tem me esgotado muito, já não tenho vontade de trabalhar, levantar, discutir, debater, argumentar e etc, tô meio que automático, o que tem que ser é isso mesmo, não tenho feito muito pra mudar o rumo das coisas, deixo que tomem sozinhas",FALSE,FALSE,TRUE,2019-09-19,ronaldojunioo1,TRUE,2683,3
sem ânimo pra ND hj,FALSE,FALSE,TRUE,2019-09-26,jubarj_,TRUE,3036,3
"psicologa: ""escolhe profissões q vc teria interesse"" eu após ter escolhido (sem perceber) uma profissão de cada área: https://t.co/1sSZfWcZ3r",FALSE,FALSE,FALSE,2019-10-02,rafaelafabriz1,TRUE,3473,0
"Não consigo 1 dia dormir bem, acordar bem, sair e ficar sem me preocupar... ih.... n tenho um tempo p mim mais.",FALSE,TRUE,FALSE,2019-09-26,carinecuco3,TRUE,3078,1
Não aguento mais insônia,FALSE,TRUE,FALSE,2019-09-19,brunakamers,TRUE,2674,1
Sem autoestima nenhuma pra procurar o amor da minha vida,FALSE,FALSE,TRUE,2019-10-12,bluguit,TRUE,4211,3
Sem autoestima pra hoje,FALSE,FALSE,TRUE,2019-10-12,daizataglieri,TRUE,4214,3
"para, tô triste que lentamente tô concordando com os defeitos do meu sign será que sou manipulável por isso tudo que falam de mim direta ou indiretamente eu acredito? https://t.co/Avc75uwuNU",FALSE,FALSE,TRUE,2019-09-26,nmnemosine,TRUE,3079,3
"To com fome, mas sem vontade de comer",FALSE,TRUE,TRUE,2019-10-12,Vsf_Anderson,TRUE,4237,1
"no primeiro dia do ano eu só rezava pra mim conseguir vencer a depressão e ansiedade, até agora não consegui foda d+ https://t.co/BUQ8sq9SOV",TRUE,FALSE,TRUE,2019-10-02,trilha_06,TRUE,3325,2
vou me matar eh agr serio nao da mais,TRUE,FALSE,TRUE,2019-09-25,belaapx,TRUE,3068,2
So queria ter paz pelo menos uma semana pra eu não me sentir mal Minha auto estima lá em baix Meu corpo dolorido e meu coração doend Eu com o psicológico fudido e querendo só morre É... Nao sei como tô viva ainda,TRUE,FALSE,TRUE,2019-10-12,Babygirl_sw,TRUE,4235,2
@anonimo @anonimo afff vou me matar,TRUE,FALSE,FALSE,2019-09-18,eulimoes,TRUE,2529,2
